Power On
Power Off
Volume Up
Volume Down
Channel Up
Channel Down
Mute
Un-Mute
Go Home
Go to Settings
Go Up
Go Down
Go Left
Go Right
Select
Go Back
Get Info
Play
Pause
Go Forward
Dim the light
Make it brighter
Turn on the Light
Turn off the light
